Dennis has seen this tooth that Kristin was n't concealing that is astounding men . <eos>	[5.545644760131836, 5.381830215454102, 4.654043197631836, 4.935761451721191, 6.172086238861084, 4.1848320960998535, 4.781164169311523, 5.743033409118652, 6.059520721435547, 5.772765159606934, 3.036461353302002, 5.183443546295166, 5.720694541931152, 1.9206002950668335, 2.9648609161376953, 2.6730799618235324e-07]	[10.090421676635742, 7.710294723510742, 5.7994794845581055, 4.265229225158691, 12.183250427246094, 5.147103309631348, 15.672530174255371, 4.883411407470703, 5.7193756103515625, 10.369752883911133, 5.610074996948242, 4.75638484954834, 13.425483703613281, 12.404675483703613, 1.3444242477416992, -0.0]	Dennis has seen who this tooth that Kristin was n't concealing is astounding men . <eos>	[5.545644760131836, 5.381830215454102, 4.654043197631836, 4.935761451721191, 5.510031700134277, 5.076760768890381, 3.9748778343200684, 5.2323503494262695, 5.656063556671143, 6.1411967277526855, 5.890625953674316, 3.408987045288086, 5.873525619506836, 1.6866668462753296, 2.846059560775757, 2.671076231308689e-07]	[10.090421676635742, 7.710294723510742, 5.7994794845581055, 10.582710266113281, 7.658462047576904, 12.239912033081055, 8.669599533081055, 16.38384246826172, 3.6453561782836914, 7.513334274291992, 10.937431335449219, 3.2161483764648438, 12.148022651672363, 11.449583053588867, 1.2807464599609375, -0.0]
Most teachers question some actresses that Melissa boasted about that walk through a closet . <eos>	[5.545644760131836, 5.654247283935547, 5.03375244140625, 3.1388754844665527, 3.3048160076141357, 3.594203233718872, 5.306511402130127, 5.096343040466309, 4.140069484710693, 4.487423419952393, 5.749930381774902, 2.0146312713623047, 3.7271623611450195, 6.909987449645996, 2.934115409851074, 2.7632080445982865e-07]	[10.129074096679688, 8.930882453918457, 10.241081237792969, 5.879450798034668, 13.290792465209961, 4.588691711425781, 12.046606063842773, 13.720656394958496, 3.506561279296875, 5.706857681274414, 12.308090209960938, 5.4889984130859375, 2.945734977722168, 6.301795959472656, 0.8946113586425781, -0.0]	Most teachers question what some actresses that Melissa boasted about walk through a closet . <eos>	[5.545644760131836, 5.654247283935547, 5.03375244140625, 3.1388754844665527, 4.779531002044678, 5.877582550048828, 4.340909481048584, 5.39985466003418, 4.663762092590332, 3.788374423980713, 4.3686723709106445, 3.835115432739258, 2.7452878952026367, 6.596478462219238, 2.794809579849243, 2.8262473961149226e-07]	[10.129074096679688, 8.930882453918457, 10.241081237792969, 3.7866640090942383, 5.883429527282715, 12.4509859085083, 7.041396141052246, 12.323548316955566, 13.916996002197266, 2.9653358459472656, 15.89938735961914, 2.6706390380859375, 3.3468503952026367, 4.820228576660156, 0.9527339935302734, -0.0]
Many guys notice those teeth that Tina ca n't have that will scare a library . <eos>	[5.545644283294678, 5.432363510131836, 4.888034820556641, 3.89316987991333, 5.749089241027832, 5.0495805740356445, 4.882864475250244, 5.547084808349609, 0.19154421985149384, 5.201108932495117, 4.227820873260498, 5.930412769317627, 4.750299453735352, 3.60557222366333, 5.659414291381836, 4.644590377807617, 2.7918633804802084e-07]	[9.974100112915039, 10.544675827026367, 11.222800254821777, 6.229702949523926, 8.743680953979492, 2.3079843521118164, 13.292464256286621, 5.492116928100586, 0.04025459289550781, 3.3780813217163086, 6.125223159790039, 4.71968936920166, 7.648931503295898, 4.990852355957031, 14.885419845581055, 1.4797134399414062, -0.0]	Many guys notice what those teeth that Tina ca n't have will scare a library . <eos>	[5.545644283294678, 5.432363510131836, 4.888034820556641, 3.89316987991333, 4.313626289367676, 6.338217258453369, 4.4895501136779785, 4.707406044006348, 5.507549285888672, 0.5119411945343018, 4.640697002410889, 3.9258251190185547, 4.344114303588867, 3.691075325012207, 5.742644309997559, 4.798047065734863, 2.7973402438874473e-07]	[9.974100112915039, 10.544675827026367, 11.222800254821777, 4.1054582595825195, 7.48699951171875, 9.536733627319336, 6.163327217102051, 13.401216506958008, 7.475777626037598, 0.09088134765625, 2.393610954284668, 8.634936332702637, 9.925481796264648, 5.212457656860352, 14.309125900268555, 2.022390365600586, -0.0]
These senators think about some student that Candice is hurting that ca n't descend a hill . <eos>	[5.545644283294678, 6.692653656005859, 4.802123069763184, 3.16115140914917, 4.07793664932251, 4.289409637451172, 6.310253143310547, 5.057679653167725, 4.747245788574219, 5.364137649536133, 2.9994072914123535, 4.806693077087402, 0.22571364045143127, 3.838994026184082, 3.2495956420898438, 6.462738990783691, 3.308743476867676, 2.808647536767239e-07]	[9.371076583862305, 10.699136734008789, 8.951719284057617, 4.640257835388184, 5.670498847961426, 9.842792510986328, 6.514148712158203, 15.668850898742676, 2.7885360717773438, 9.343725204467773, 5.9925537109375, 9.670287132263184, 0.05501747131347656, 12.42000961303711, 5.875388145446777, 6.2957000732421875, 1.132659912109375, -0.0]	These senators think about what some student that Candice is hurting ca n't descend a hill . <eos>	[5.545644283294678, 6.692653656005859, 4.802123069763184, 3.16115140914917, 4.07793664932251, 4.147170543670654, 5.481479167938232, 6.086016654968262, 5.378942966461182, 4.741115570068359, 4.7548747062683105, 2.5788965225219727, 1.0267868041992188, 4.866325378417969, 2.8944597244262695, 6.490427017211914, 3.280125617980957, 2.7796878043773177e-07]	[9.371076583862305, 10.699136734008789, 8.951719284057617, 4.640257835388184, 3.578584671020508, 5.871367454528809, 9.848297119140625, 6.115016937255859, 15.411797523498535, 2.4696664810180664, 9.932435989379883, 13.085685729980469, 0.44119834899902344, 11.282669067382812, 6.305249214172363, 6.656665802001953, 1.1276988983154297, -0.0]
The actors have n't remembered some public parks that Janet likes that could n't astound many cashiers . <eos>	[5.545644283294678, 7.150015354156494, 4.834946632385254, 5.000105381011963, 4.349308967590332, 4.2174072265625, 2.4532899856567383, 5.760341644287109, 3.5879149436950684, 4.97191047668457, 5.348470211029053, 3.578143835067749, 4.9617509841918945, 4.319849967956543, 4.476313591003418, 4.314907550811768, 4.790153980255127, 5.038084506988525, 2.7555182668947964e-07]	[5.1062774658203125, 11.66917610168457, 4.0204877853393555, 6.1543684005737305, 10.825502395629883, 6.063190460205078, 7.743136405944824, 9.22874641418457, 3.294231414794922, 12.549674987792969, 7.590836524963379, 4.918926239013672, 5.964275360107422, 3.0843772888183594, 5.275897026062012, 7.746217727661133, 4.177176475524902, 1.5399179458618164, -0.0]	The actors have n't remembered who some public parks that Janet likes could n't astound many cashiers . <eos>	[5.545644283294678, 7.150015354156494, 4.834946632385254, 5.000105381011963, 4.349308967590332, 4.2174072265625, 5.603152275085449, 5.111091136932373, 6.670904636383057, 4.085395336151123, 4.8629560470581055, 4.910992622375488, 3.354691505432129, 4.22789192199707, 4.459120273590088, 3.2818191051483154, 3.8739094734191895, 4.56371545791626, 2.7867903895639756e-07]	[5.1062774658203125, 11.66917610168457, 4.0204877853393555, 6.1543684005737305, 10.825502395629883, 5.402313232421875, 7.467166423797607, 8.27418327331543, 9.900789260864258, 6.627448081970215, 13.050027847290039, 9.251893043518066, 7.4490461349487305, 5.408830642700195, 6.436317443847656, 8.767704010009766, 4.714422225952148, 1.326141357421875, -0.0]
April had noticed these snakes that Patricia has that could bore most guys . <eos>	[5.545644760131836, 5.017261028289795, 4.567386627197266, 3.8320274353027344, 6.887516975402832, 4.0370774269104, 5.02562141418457, 5.7424774169921875, 4.79317569732666, 6.423542022705078, 4.187302112579346, 4.472358703613281, 1.2005889415740967, 3.362774610519409, 2.7527747192834795e-07]	[8.6278657913208, 7.977441787719727, 9.861827850341797, 6.611536026000977, 8.458159446716309, 4.092308044433594, 14.204687118530273, 5.006030082702637, 9.355974197387695, 8.837242126464844, 10.826865196228027, 7.371633529663086, 15.058639526367188, 0.9914989471435547, -0.0]	April had noticed who these snakes that Patricia has could bore most guys . <eos>	[5.545644760131836, 5.017261028289795, 4.567386627197266, 3.8320274353027344, 4.653584957122803, 6.518750190734863, 3.534799814224243, 4.619902610778809, 5.301170349121094, 4.073971748352051, 4.824188709259033, 4.140175819396973, 1.6418583393096924, 3.1763367652893066, 2.8411977837095037e-07]	[8.6278657913208, 7.977441787719727, 9.861827850341797, 8.355935096740723, 10.672801971435547, 7.590522766113281, 7.894375801086426, 15.26646614074707, 4.8843841552734375, 11.714242935180664, 10.752066612243652, 8.223280906677246, 16.02081871032715, 0.8067789077758789, -0.0]
Stacy forgot this cashier that Gina listened to that explores some movie theaters . <eos>	[5.545644760131836, 4.344740867614746, 2.960404872894287, 5.1967267990112305, 2.188473701477051, 3.8409576416015625, 4.8199944496154785, 1.4204157590866089, 3.924494743347168, 5.5198211669921875, 3.621288776397705, 2.9196982383728027, 5.024944305419922, 3.0261707305908203, 2.659806170868251e-07]	[12.689432144165039, 11.921041488647461, 5.873785972595215, 13.626980781555176, 6.896486282348633, 12.517463684082031, 9.868274688720703, 0.3170738220214844, 6.2674665451049805, 18.42010498046875, 5.914481163024902, 9.570388793945312, 5.911620140075684, 0.9417858123779297, -0.0]	Stacy forgot what this cashier that Gina listened to explores some movie theaters . <eos>	[5.545644760131836, 4.344740867614746, 2.960404872894287, 3.94040846824646, 5.2162957191467285, 4.082298755645752, 5.003973007202148, 5.051946640014648, 1.6653728485107422, 2.372225284576416, 3.4821691513061523, 2.331012725830078, 6.002328872680664, 3.273341417312622, 2.6605061975715216e-07]	[12.689432144165039, 11.921041488647461, 4.955715179443359, 5.573819160461426, 13.305052757263184, 8.29292106628418, 14.46036148071289, 8.482969284057617, 0.533660888671875, 19.319252014160156, 6.208354949951172, 10.558323860168457, 4.400637626647949, 1.1144866943359375, -0.0]
Aaron should research the phenomena that Carmen should think about that do n't disgust a teenager . <eos>	[5.545644283294678, 4.795805931091309, 4.128662586212158, 4.692568778991699, 7.512407302856445, 3.2134695053100586, 5.114630699157715, 4.817246437072754, 4.819187641143799, 2.8758907318115234, 2.7807931900024414, 5.48746919631958, 1.881811261177063, 5.095972061157227, 4.278500556945801, 5.941102981567383, 2.4834399223327637, 2.7182713324691576e-07]	[10.907281875610352, 9.721096992492676, 11.312400817871094, 1.9284086227416992, 9.038021087646484, 3.5085201263427734, 13.972978591918945, 5.118846893310547, 5.721304893493652, 2.1116371154785156, 6.499322891235352, 6.939175605773926, 1.4670658111572266, 11.765298843383789, 4.152069091796875, 7.431199073791504, 0.6717586517333984, -0.0]	Aaron should research who the phenomena that Carmen should think about do n't disgust a teenager . <eos>	[5.545644283294678, 4.795805931091309, 4.128662586212158, 4.692568778991699, 6.010377883911133, 7.495662689208984, 4.578958988189697, 5.385282516479492, 4.821140289306641, 4.654345512390137, 3.4790782928466797, 3.545712947845459, 3.3090386390686035, 5.33149528503418, 4.016692161560059, 5.87541389465332, 2.780470132827759, 2.8214705594109546e-07]	[10.907281875610352, 9.721096992492676, 11.312400817871094, 7.536316871643066, 4.69596004486084, 10.035593032836914, 4.774080276489258, 13.987384796142578, 4.562074661254883, 5.546222686767578, 2.446870803833008, 7.264410018920898, 1.7524309158325195, 12.01065444946289, 5.4242143630981445, 7.853667736053467, 0.7961921691894531, -0.0]
Carlos is questioning dancers that Omar had n't approached that will distract the committee . <eos>	[5.545644760131836, 4.436652183532715, 5.898751258850098, 3.6722617149353027, 3.56552791595459, 5.448932647705078, 4.784547805786133, 5.623464107513428, 4.960688591003418, 3.005307197570801, 3.3706579208374023, 4.86248779296875, 3.0762670040130615, 5.218088150024414, 2.764737129211426, 2.701509913549671e-07]	[11.211166381835938, 6.784598350524902, 10.19725227355957, 15.241456031799316, 4.256302833557129, 13.064434051513672, 3.679533004760742, 5.328155517578125, 7.812636375427246, 6.609711647033691, 7.015583038330078, 7.040492057800293, 2.3730697631835938, 11.087618827819824, 1.4464406967163086, -0.0]	Carlos is questioning what dancers that Omar had n't approached will distract the committee . <eos>	[5.545644760131836, 4.436652183532715, 5.898751258850098, 3.6722617149353027, 3.7681424617767334, 4.349542140960693, 4.982293605804443, 4.335269451141357, 5.0757246017456055, 4.54392147064209, 2.775493621826172, 4.195141792297363, 3.3146324157714844, 5.410307884216309, 2.7352616786956787, 2.725345495946385e-07]	[11.211166381835938, 6.784598350524902, 10.19725227355957, 3.359588623046875, 13.048175811767578, 6.774358749389648, 12.122578620910645, 2.706256866455078, 7.2231855392456055, 8.185805320739746, 9.270949363708496, 8.810885429382324, 1.93896484375, 11.362974166870117, 1.5498323440551758, -0.0]
That teenager should n't question libraries that that dog is disgusting that did n't fire a pedestrian . <eos>	[5.545644283294678, 5.165494441986084, 4.581557273864746, 3.957533597946167, 3.810964345932007, 4.017024993896484, 3.9265317916870117, 5.57553768157959, 5.8466925621032715, 4.326382160186768, 5.494668006896973, 1.8544344902038574, 4.854949474334717, 1.8507769107818604, 5.23646354675293, 4.839794635772705, 6.449186325073242, 4.91596794128418, 2.8278373065404594e-07]	[9.64459228515625, 11.953184127807617, 7.184974670410156, 4.537009239196777, 9.052734375, 17.687299728393555, 3.540159225463867, 7.120332717895508, 12.762434959411621, 1.6529273986816406, 9.314689636230469, 7.4305419921875, 6.079880714416504, 0.6214714050292969, 8.230051040649414, 3.156270980834961, 11.867409706115723, 1.522089958190918, -0.0]	That teenager should n't question who libraries that that dog is disgusting did n't fire a pedestrian . <eos>	[5.545644283294678, 5.165494441986084, 4.581557273864746, 3.957533597946167, 3.810964345932007, 4.017024993896484, 4.696864128112793, 4.462621688842773, 5.283721923828125, 5.723287105560303, 4.312129020690918, 5.071883678436279, 2.05427885055542, 2.939297676086426, 4.813675880432129, 4.298223495483398, 6.600403785705566, 5.174465179443359, 2.8554993036777887e-07]	[9.64459228515625, 11.953184127807617, 7.184974670410156, 4.537009239196777, 9.052734375, 4.362086296081543, 14.786111831665039, 5.504441261291504, 8.141605377197266, 11.800226211547852, 2.228046417236328, 9.915227890014648, 11.163616180419922, 1.289205551147461, 9.025218963623047, 4.00648307800293, 11.712882995605469, 1.71685791015625, -0.0]
Danielle researches the legislature that Tonya had boycotted that did hate these reports . <eos>	[5.545644760131836, 4.502504825592041, 4.311219692230225, 7.700561046600342, 3.2217772006988525, 5.922475814819336, 5.509690284729004, 5.776392459869385, 2.8243720531463623, 2.8521032333374023, 0.9195717573165894, 3.2382543087005615, 6.020511627197266, 1.5778788328170776, 2.6664923780117533e-07]	[12.0977783203125, 14.826412200927734, 1.825927734375, 13.086029052734375, 5.075018882751465, 2.7106857299804688, 3.636298179626465, 10.90228271484375, 6.907444000244141, 6.399291038513184, 13.941471099853516, 6.867701530456543, 7.161665916442871, 0.36936187744140625, -0.0]	Danielle researches what the legislature that Tonya had boycotted did hate these reports . <eos>	[5.545644760131836, 4.502504825592041, 4.311219692230225, 4.224883079528809, 7.259279251098633, 4.998021602630615, 5.727753639221191, 5.370284080505371, 5.428632736206055, 2.9632654190063477, 2.875767230987549, 4.814995765686035, 6.15545654296875, 2.075442314147949, 2.6630337401911675e-07]	[12.0977783203125, 14.826412200927734, 4.739686965942383, 2.61356258392334, 10.406789779663086, 7.900219917297363, 3.3393096923828125, 3.272353172302246, 11.571972846984863, 8.402381896972656, 11.531320571899414, 7.522927284240723, 7.128824234008789, 0.6091346740722656, -0.0]
Melanie saw those doors that the doctors reveal that can scare this offspring . <eos>	[5.545644760131836, 5.24162483215332, 4.507816314697266, 6.198371887207031, 5.1264262199401855, 5.294452667236328, 7.168789863586426, 4.6109161376953125, 4.059022426605225, 3.710170030593872, 3.613741874694824, 3.7778918743133545, 6.0603790283203125, 2.6951935291290283, 2.7248512424193905e-07]	[12.208250999450684, 11.573760032653809, 7.467195510864258, 8.529918670654297, 3.9814157485961914, 4.1249799728393555, 7.024632930755615, 7.61231803894043, 3.5625343322753906, 8.287115097045898, 8.239706039428711, 7.514364242553711, 10.87691879272461, 0.809112548828125, -0.0]	Melanie saw who those doors that the doctors reveal can scare this offspring . <eos>	[5.545644760131836, 5.24162483215332, 4.507816314697266, 5.80275821685791, 4.894937515258789, 4.598733901977539, 5.056888580322266, 7.160341262817383, 4.255163669586182, 3.8033761978149414, 4.203153133392334, 3.291930675506592, 5.437771320343018, 2.5603408813476562, 2.7046129957852827e-07]	[12.208250999450684, 11.573760032653809, 9.388935089111328, 10.34402847290039, 12.303224563598633, 4.7993364334106445, 3.9820194244384766, 7.256155490875244, 8.52649974822998, 7.6078643798828125, 8.517728805541992, 8.593317031860352, 11.688177108764648, 0.7510471343994141, -0.0]
Sherry investigated all organizations that all public parks embarrass that have n't disgusted that adult . <eos>	[5.545644283294678, 5.451633930206299, 4.1107025146484375, 4.256518840789795, 4.105124473571777, 5.11271333694458, 6.327896595001221, 5.609881401062012, 4.265923500061035, 4.75075626373291, 5.147261142730713, 4.739600658416748, 4.157496929168701, 3.7314088344573975, 5.451241970062256, 6.2492523193359375, 2.772865173028549e-07]	[12.671028137207031, 13.890477180480957, 5.280569076538086, 10.395736694335938, 2.883418083190918, 6.735963821411133, 8.170413970947266, 7.343681335449219, 15.608405113220215, 6.476532936096191, 7.4293060302734375, 8.004375457763672, 17.528697967529297, 4.3701019287109375, 9.753138542175293, 2.9863481521606445, -0.0]	Sherry investigated who all organizations that all public parks embarrass have n't disgusted that adult . <eos>	[5.545644283294678, 5.451633930206299, 4.1107025146484375, 5.409702301025391, 6.152063369750977, 5.476940155029297, 5.402284622192383, 6.083772659301758, 5.940824508666992, 4.240240097045898, 5.07755708694458, 5.25593376159668, 4.828630447387695, 2.6540322303771973, 4.826730251312256, 6.263432502746582, 2.7888748377336015e-07]	[12.671028137207031, 13.890477180480957, 7.071332931518555, 7.438266754150391, 10.818201065063477, 5.012083053588867, 6.661068916320801, 8.74166488647461, 8.029327392578125, 15.252313613891602, 7.606016635894775, 8.318857192993164, 16.925979614257812, 5.916384696960449, 10.511661529541016, 4.117836952209473, -0.0]
Douglas thinks about those waitresses that many museums work with that helped a woman . <eos>	[5.545644760131836, 4.8124918937683105, 3.384150981903076, 4.398007869720459, 5.673964023590088, 5.015512466430664, 5.493411540985107, 4.903775215148926, 4.59376335144043, 3.1482560634613037, 3.247267246246338, 5.991591930389404, 4.307395935058594, 6.691922187805176, 5.067203521728516, 2.8128340545663377e-07]	[10.037826538085938, 12.924995422363281, 4.242681503295898, 6.80526065826416, 4.619757652282715, 3.2768402099609375, 6.753844261169434, 10.710365295410156, 5.034371376037598, 2.492076873779297, 5.667196273803711, 8.63401985168457, 6.271762847900391, 5.417034149169922, 3.7966480255126953, -0.0]	Douglas thinks about who those waitresses that many museums work with helped a woman . <eos>	[5.545644760131836, 4.8124918937683105, 3.384150981903076, 4.398007869720459, 5.029672622680664, 5.438761234283447, 4.770018577575684, 5.273462295532227, 4.855304718017578, 4.383004665374756, 3.0577268600463867, 2.8354249000549316, 4.085605621337891, 6.576691150665283, 4.887065887451172, 2.796290914375277e-07]	[10.037826538085938, 12.924995422363281, 4.242681503295898, 5.466675758361816, 10.362489700317383, 4.011810302734375, 5.310799598693848, 7.690370559692383, 11.583410263061523, 5.121379852294922, 2.917099952697754, 10.57337760925293, 6.311057090759277, 5.226325035095215, 3.6141881942749023, -0.0]
Tina was n't noticing some apple that Rachel admires that impressed all ladies . <eos>	[5.545644760131836, 3.397726535797119, 5.864046096801758, 5.795731067657471, 3.963071346282959, 5.600522041320801, 4.689560890197754, 4.340236186981201, 4.6183390617370605, 3.2446396350860596, 4.454545497894287, 3.528592586517334, 4.122986316680908, 2.523261547088623, 2.7128828605782473e-07]	[11.781136512756348, 6.068345069885254, 5.085355758666992, 11.215546607971191, 6.109781265258789, 11.13710880279541, 4.7145490646362305, 9.777154922485352, 9.890810012817383, 4.91965389251709, 9.663597106933594, 6.324477195739746, 7.693221092224121, 0.7606658935546875, -0.0]	Tina was n't noticing who some apple that Rachel admires impressed all ladies . <eos>	[5.545644760131836, 3.397726535797119, 5.864046096801758, 5.795731067657471, 3.963071346282959, 5.222779273986816, 5.169653415679932, 5.098178386688232, 4.419676303863525, 4.288189888000488, 3.1411685943603516, 2.84653377532959, 4.262213706970215, 2.7476308345794678, 2.7432818683337246e-07]	[11.781136512756348, 6.068345069885254, 5.085355758666992, 11.215546607971191, 5.350309371948242, 7.896299362182617, 12.017727851867676, 6.06301212310791, 10.795896530151367, 9.378097534179688, 11.77322006225586, 7.122110366821289, 8.457283973693848, 0.8796672821044922, -0.0]
Frank researches every association that Alexander had scared that knew every actress . <eos>	[5.545644760131836, 5.38177490234375, 4.037484169006348, 4.657898426055908, 3.643368721008301, 5.615471363067627, 5.199347496032715, 5.532013416290283, 3.623354434967041, 5.0515241622924805, 3.950751304626465, 5.608423233032227, 3.4548463821411133, 2.718107907639933e-07]	[8.818706512451172, 14.416999816894531, 7.2776288986206055, 10.060407638549805, 3.7634143829345703, 10.293439865112305, 1.8040313720703125, 12.822982788085938, 6.355712890625, 9.852704048156738, 8.146549224853516, 9.501026153564453, 1.49755859375, -0.0]	Frank researches who every association that Alexander had scared knew every actress . <eos>	[5.545644760131836, 5.38177490234375, 4.037484169006348, 5.669559478759766, 4.883266448974609, 5.309743881225586, 5.526876449584961, 5.049018859863281, 5.504748821258545, 4.01258659362793, 4.182628154754639, 5.377079010009766, 3.823401927947998, 2.776235987766995e-07]	[8.818706512451172, 14.416999816894531, 6.0385236740112305, 11.533435821533203, 9.615840911865234, 5.656990051269531, 11.210119247436523, 1.740041732788086, 12.606239318847656, 9.47710132598877, 7.534344673156738, 9.512414932250977, 1.619028091430664, -0.0]
A lot of actors think about men that Sharon is n't listening to that should lift the carriage . <eos>	[5.545644283294678, 6.766556739807129, 1.8607481718063354, 6.388146877288818, 4.469724655151367, 3.453610420227051, 4.618681907653809, 3.7703676223754883, 5.136430740356445, 4.827994346618652, 5.421475410461426, 5.287013530731201, 1.1161167621612549, 2.1557867527008057, 5.026523113250732, 3.757162570953369, 4.188117027282715, 7.333681106567383, 3.949810743331909, 2.805442704811867e-07]	[7.048110008239746, 6.7300543785095215, 0.3049907684326172, 7.882165431976318, 7.799095153808594, 2.896383285522461, 8.44987964630127, 4.857298851013184, 11.414295196533203, 2.3865537643432617, 3.809842109680176, 7.4842424392700195, 0.2436676025390625, 7.656970024108887, 7.24379825592041, 10.731107711791992, 2.25331974029541, 9.711201667785645, 1.5063858032226562, -0.0]	A lot of actors think about what men that Sharon is n't listening to should lift the carriage . <eos>	[5.545644283294678, 6.766556739807129, 1.8607481718063354, 6.388146877288818, 4.469724655151367, 3.453610420227051, 4.618681907653809, 4.433688163757324, 4.324457168579102, 4.810584545135498, 4.522963523864746, 4.397196292877197, 4.7165141105651855, 1.0425208806991577, 1.9320576190948486, 4.507812023162842, 4.107609272003174, 7.563754558563232, 3.617152214050293, 2.8305447585807997e-07]	[7.048110008239746, 6.7300543785095215, 0.3049907684326172, 7.882165431976318, 7.799095153808594, 2.896383285522461, 3.0737504959106445, 7.78034782409668, 8.172019004821777, 11.816646575927734, 2.3874149322509766, 6.189579963684082, 7.656757354736328, 0.22085952758789062, 7.88590145111084, 10.894548416137695, 2.0990400314331055, 9.416139602661133, 1.3038597106933594, -0.0]
Carlos questioned these organizations that those books are n't embarrassing that worried some offspring . <eos>	[5.545644760131836, 4.436652183532715, 3.5644893646240234, 6.265288352966309, 2.878462553024292, 5.280342102050781, 3.6646745204925537, 3.9213180541992188, 5.891655921936035, 6.020775318145752, 2.1645865440368652, 4.565280437469482, 4.0261945724487305, 4.239566802978516, 2.3034486770629883, 2.74212794693085e-07]	[11.211166381835938, 12.765480041503906, 6.0169782638549805, 6.122675895690918, 4.779982566833496, 7.56756591796875, 9.144464492797852, 4.142446517944336, 5.377446174621582, 9.731200218200684, 5.770263671875, 11.826223373413086, 6.858983039855957, 12.805106163024902, 0.6004104614257812, -0.0]	Carlos questioned who these organizations that those books are n't embarrassing worried some offspring . <eos>	[5.545644760131836, 4.436652183532715, 3.5644893646240234, 4.996145248413086, 6.2108259201049805, 3.9318385124206543, 4.934678077697754, 5.381213188171387, 3.427340507507324, 6.044969081878662, 5.930889129638672, 2.6268715858459473, 2.618931770324707, 4.439026832580566, 4.024469375610352, 2.8516589622995525e-07]	[11.211166381835938, 12.765480041503906, 5.714303016662598, 7.591152191162109, 5.7990217208862305, 8.462058067321777, 8.30615520477295, 8.051287651062012, 3.379946708679199, 6.667585372924805, 11.251497268676758, 13.0044527053833, 9.925110816955566, 12.86629581451416, 1.519775390625, -0.0]
Regina sees that candle that Steve lifts that might impress every doctor . <eos>	[5.545644760131836, 4.368851661682129, 4.924355506896973, 4.662074089050293, 6.015503406524658, 5.098322868347168, 3.565390110015869, 4.548680305480957, 6.668697357177734, 4.4610748291015625, 4.3335862159729, 5.6589579582214355, 3.716191291809082, 2.8278617492105695e-07]	[11.430863380432129, 10.992592811584473, 3.3688135147094727, 14.66740894317627, 8.165204048156738, 11.250377655029297, 11.16053581237793, 6.5799665451049805, 7.372330665588379, 8.5896577835083, 8.218681335449219, 7.472058296203613, 1.6286201477050781, -0.0]	Regina sees who that candle that Steve lifts might impress every doctor . <eos>	[5.545644760131836, 4.368851661682129, 4.924355506896973, 6.005764961242676, 5.310338020324707, 4.539876461029053, 5.093640327453613, 4.047793388366699, 4.442674160003662, 4.320632457733154, 3.6778430938720703, 4.973560810089111, 3.2327864170074463, 2.826994602855848e-07]	[11.430863380432129, 10.992592811584473, 9.513023376464844, 6.895689964294434, 13.2962646484375, 6.955004692077637, 10.424604415893555, 10.994706153869629, 6.938688278198242, 9.045668601989746, 8.044434547424316, 8.012088775634766, 1.1017646789550781, -0.0]
Judy had n't seen most brochures that Christopher will discuss that have aggravated alumni . <eos>	[5.545644760131836, 4.1699113845825195, 4.765031814575195, 4.324310302734375, 4.029740333557129, 1.9022974967956543, 3.4809889793395996, 4.750511169433594, 5.537875175476074, 4.946477890014648, 2.3998899459838867, 5.104703426361084, 3.763110399246216, 3.692047119140625, 4.155943393707275, 2.7227974896959495e-07]	[11.565969467163086, 7.124930381774902, 6.505850791931152, 3.2313575744628906, 8.696986198425293, 15.347846031188965, 5.418693542480469, 11.383417129516602, 9.068473815917969, 8.93051528930664, 6.802825927734375, 5.48984432220459, 12.804227828979492, 13.621317863464355, 1.169027328491211, -0.0]	Judy had n't seen who most brochures that Christopher will discuss have aggravated alumni . <eos>	[5.545644760131836, 4.1699113845825195, 4.765031814575195, 4.324310302734375, 4.029740333557129, 5.219552040100098, 5.968095779418945, 3.9697179794311523, 4.39103364944458, 5.637359619140625, 4.566032409667969, 2.7074058055877686, 4.16284704208374, 2.949265480041504, 3.4193215370178223, 2.7283363124297466e-07]	[11.565969467163086, 7.124930381774902, 6.505850791931152, 3.2313575744628906, 9.97422981262207, 9.168441772460938, 16.925765991210938, 6.6873321533203125, 11.985875129699707, 8.546367645263672, 9.401460647583008, 6.210079193115234, 13.49345588684082, 15.142770767211914, 0.8944263458251953, -0.0]
